,Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block
1363,937,32 looks really good from our end!,teamGeo,teamGeo,geo3,2107,0.0
1364,938,"Sedimentologist: (29,",teamGeo,teamGeo,geo3,2107,0.0
1364,938,"32) - (+++++) - 306661.37 Available,",teamGeo,teamGeo,geo3,2107,0.0
1364,938,"?104,264.8658?",teamGeo,teamGeo,geo3,2107,0.0
1364,938,after loss,teamGeo,teamGeo,geo3,2107,0.0
1365,939,"(29,",con1,geo3,geo3,2107,0.0
1365,939,"32) - (+++++) - 306661.37 Available,",con1,geo3,geo3,2107,0.0
1365,939,"?104,264.8658?",con1,geo3,geo3,2107,0.0
1365,939,after loss,con1,geo3,geo3,2107,0.0
1366,940,"29,",con1,geo3,geo3,2107,0.0
1366,940,32 looks really good from our end!\n,con1,geo3,geo3,2107,0.0
1367,941,"21,",geo3,con1,con1,2107,0.0
1367,941,20 is looking pretty bad according to our maintenance specialist,geo3,con1,con1,2107,0.0
1368,942,"Mechanical Engineer: Our NASA coordinator said that she was making the sign-off available now,",teamvc,teamEng,eng2,2107,0.0
1368,942,but we do not have to sign-off yet.\n,teamvc,teamEng,eng2,2107,0.0
1369,943,"Martian Terrain Specialist: 21,",teamvc,teamvc,vc2,2107,0.0
1369,943,20 is not looking great for our maintenance specialist.,teamvc,teamvc,vc2,2107,0.0
1369,943,"We're looking at 1,6 now.",teamvc,teamvc,vc2,2107,0.0
1370,944,"Martian Meteorology Specialist: (29,32) which was suggested by the structural geologist to us look decent for us.",teamvc,teamvc,vc1,2107,0.0
1370,944,,teamvc,teamvc,vc1,2107,0.0
1371,945,"Martian Meteorology Specialist: (29,32) which was suggested by the structural geologist to us look decent for us.",teamConstr,teamvc,vc1,2107,0.0
1371,945,,teamConstr,teamvc,vc1,2107,0.0
1372,946,"Materials Specialist: (21,20) is the best point for all of us here",teamvc,teamConstr,con3,2107,0.0
1373,947,"Martian Terrain Specialist: We seem to like 41,",teamvc,teamvc,vc2,2107,0.0
1373,947,11,teamvc,teamvc,vc2,2107,0.0
1374,948,"Drilling Specialist: try 41,11",teamConstr,teamConstr,con2,2107,0.0
1375,949,Martian Meteorology Specialist: Copy that about the sign off.,teamvc,teamvc,vc1,2107,0.0
1375,949,Thanks!,teamvc,teamvc,vc1,2107,0.0
1375,949, So what are you all thinking?,teamvc,teamvc,vc1,2107,0.0
1375,949,,teamvc,teamvc,vc1,2107,0.0
1376,950,"Drilling Specialist: 41,11 vehicle drill",teamConstr,teamConstr,con2,2107,0.0
1377,951,"41,",geo3,con1,con1,2107,0.0
1377,951,11 we're all agreed it works for us,geo3,con1,con1,2107,0.0
1378,952,"Drilling Specialist: 41,11 is looking good for us",teamvc,teamConstr,con2,2107,0.0
1379,953,Martian Meteorology Specialist: Copy that!,teamEng,teamvc,vc1,2107,0.0
1379,953, How are any of the suggested points looking for you all?,teamEng,teamvc,vc1,2107,0.0
1379,953,Any other points you'd like us to discuss over here?,teamEng,teamvc,vc1,2107,0.0
1379,953,,teamEng,teamvc,vc1,2107,0.0
1380,954,"for us it's 41,",con3,con1,con1,2107,0.0
1380,954,11,con3,con1,con1,2107,0.0
1381,955,"We'll literally pop off RIGHT NOW on 29,",con1,geo3,geo3,2107,0.0
1381,955,32 if y'all are about that life.,con1,geo3,geo3,2107,0.0
1382,956,"21,",con3,con1,con1,2107,0.0
1382,956,20 really does not work for our maintenance specialist,con3,con1,con1,2107,0.0
1383,957,"Sedimentologist: 29,",teamGeo,teamGeo,geo3,2107,0.0
1383,957,32 is real talk if y'all want that good good,teamGeo,teamGeo,geo3,2107,0.0
1384,958,"Maintenance Specialist: 41,",teamvc,teamvc,vc3,2107,0.0
1384,958,11 is cleared for all of us\n,teamvc,teamvc,vc3,2107,0.0
1385,959,"Martian Meteorology Specialist: We're getting a strong \""no\"" over here for (41,11) because no water,",teamvc,teamvc,vc1,2107,0.0
1385,959,"too deep,",teamvc,teamvc,vc1,2107,0.0
1385,959,also human factors costs would be pretty high.,teamvc,teamvc,vc1,2107,0.0
1386,960,"Materials Specialist: (41,11) there is no water there ",teamConstr,teamConstr,con3,2107,0.0
1387,961,"Dang,",con1,geo3,geo3,2107,0.0
1387,961,"there's no water at 41,",con1,geo3,geo3,2107,0.0
1387,961,11,con1,geo3,geo3,2107,0.0
1388,962,"Sedimentologist: No water at 41,",teamGeo,teamGeo,geo3,2107,0.0
1388,962,11.,teamGeo,teamGeo,geo3,2107,0.0
1388,962,Sadly.,teamGeo,teamGeo,geo3,2107,0.0
1389,963,that's a no-go for us champ :(,geo3,con1,con1,2107,0.0
1390,964,Martian Terrain Specialist: So far I don't think any of the points have worked for our mechanical engineer and maintenance specialist.,teamEng,teamvc,vc2,2107,0.0
1390,964,"We thought 41,",teamEng,teamvc,vc2,2107,0.0
1390,964,11 was good but just found out it has no water :(,teamEng,teamvc,vc2,2107,0.0
1391,965,"(29,32) it works for all of us here",con1,con3,con3,2107,0.0
1392,966,"Martian Meteorology Specialist: (41,11) is too deep (materials specialist),",teamConstr,teamvc,vc1,2107,0.0
1392,966,no water (sedimentologist).,teamConstr,teamvc,vc1,2107,0.0
1392,966,,teamConstr,teamvc,vc1,2107,0.0
1393,967,yeah...,geo3,con1,con1,2107,0.0
1393,967,we're gonna look somewhere around there and see if we find a more suitable area,geo3,con1,con1,2107,0.0
1394,968,"Martian Meteorology Specialist: (41,11) is too deep (materials specialist),",teamEng,teamvc,vc1,2107,0.0
1394,968,no water (sedimentologist).,teamEng,teamvc,vc1,2107,0.0
1394,968,,teamEng,teamvc,vc1,2107,0.0
1395,969,"Drilling Specialist: try 40,3 vehicle drill\n",teamConstr,teamConstr,con2,2107,0.0
1396,970,"Martian Terrain Specialist: Currently looking at 40,",teamvc,teamvc,vc2,2107,0.0
1396,970,3,teamvc,teamvc,vc2,2107,0.0
1397,971,"Mechanical Engineer: 21,20 was bad for the maintenance specialist but good for me.",teamvc,teamEng,eng2,2107,0.0
1397,971,"So far my personal best points are 29,33 21,20 and 41,11\n",teamvc,teamEng,eng2,2107,0.0
1398,972,"Materials Specialist: (29,32) is another option which works for all of us",teamvc,teamConstr,con3,2107,0.0
1399,973,"Materials Specialist: check (29,32) is the best option so far",teamConstr,teamConstr,con3,2107,0.0
1400,974,"Martian Terrain Specialist: scratch that 40,",teamvc,teamvc,vc2,2107,0.0
1400,974,3 is also not good for our structural geologist,teamvc,teamvc,vc2,2107,0.0
1401,975,"Ok,",con1,geo3,geo3,2107,0.0
1401,975,cool.,con1,geo3,geo3,2107,0.0
1401,975,let me send you what we've got rn,con1,geo3,geo3,2107,0.0
1402,976,"(38,",con1,geo3,geo3,2107,0.0
1402,976,"22) - (+++--) - OK,",con1,geo3,geo3,2107,0.0
1402,976,"289198.91 Available,",con1,geo3,geo3,2107,0.0
1402,976,124355.5313 after loss,con1,geo3,geo3,2107,0.0
1403,977,These are only the ones that work more or less for us,con1,geo3,geo3,2107,0.0
1404,978,"Mechanical Engineer: 44,20 and 11,30 are suggested points\n",teamvc,teamEng,eng2,2107,0.0
1405,979,"Drilling Specialist: 11,30 manual auger\n",teamConstr,teamConstr,con2,2107,0.0
1406,980,Martian Meteorology Specialist: Ok copy that.,teamvc,teamvc,vc1,2107,0.0
1406,980,"(40,3) has water,",teamvc,teamvc,vc1,2107,0.0
1406,980,but there is basically 100% water loss there according to our sedimentologist.\n,teamvc,teamvc,vc1,2107,0.0
1407,981,"(18,",con1,geo3,geo3,2107,0.0
1407,981,"30) - (+++--) - OK,",con1,geo3,geo3,2107,0.0
1407,981,"304418.56 available,",con1,geo3,geo3,2107,0.0
1407,981,"?118,723.2384?",con1,geo3,geo3,2107,0.0
1407,981,after loss,con1,geo3,geo3,2107,0.0
1408,982,"(01,",con1,geo3,geo3,2107,0.0
1408,982,"06) - (++++-) - OK,",con1,geo3,geo3,2107,0.0
1408,982,"173790.94 Available,",con1,geo3,geo3,2107,0.0
1408,982,"?78,205.923?",con1,geo3,geo3,2107,0.0
1408,982,after loss,con1,geo3,geo3,2107,0.0
1409,983,"(29,",con1,geo3,geo3,2107,0.0
1409,983,"33) - (+++--) - OK,",con1,geo3,geo3,2107,0.0
1409,983,"292825.41 Available,",con1,geo3,geo3,2107,0.0
1409,983,"?108,345.4017?",con1,geo3,geo3,2107,0.0
1409,983,after loss,con1,geo3,geo3,2107,0.0
1410,984,"Materials Specialist: Drilling: check this point (29,32)",teamConstr,teamConstr,con3,2107,0.0
1411,985,"Mechanical Engineer: Not sure if this has been conveyed yet but we also are looking at 11,30 and 38,22.",teamvc,teamEng,eng2,2107,0.0
1411,985,"11,30 was good for everyone on this side except for the maintenance specialist but they are willing to go with it because the cost has been so high for everything this entire session\nwe are testing with 38,22 right now\n",teamvc,teamEng,eng2,2107,0.0
1412,986,"Drilling Specialist: 38,22 manual auger\n",teamConstr,teamConstr,con2,2107,0.0
1413,987,"Sedimentologist: (29,",teamGeo,teamGeo,geo3,2107,0.0
1413,987,"33) - (+++--) - OK,",teamGeo,teamGeo,geo3,2107,0.0
1413,987,"292825.41 Available,",teamGeo,teamGeo,geo3,2107,0.0
1413,987,"?108,345.4017?",teamGeo,teamGeo,geo3,2107,0.0
1413,987,after loss,teamGeo,teamGeo,geo3,2107,0.0
1414,988,Fluid Engineer: We have 10 minutes left,teamvc,teamEng,eng3,2107,0.0
1415,989,"what info do you have for materials for 38,22?",con3,con1,con1,2107,0.0
1416,990,"Maintenance Specialist: 38,22 is very good for us,",teamConstr,teamvc,vc3,2107,0.0
1416,990,do you guys have opinions?\n,teamConstr,teamvc,vc3,2107,0.0
1417,991,"Mechanical Engineer: 38,22 was looking good for everyone on our side.",teamvc,teamEng,eng2,2107,0.0
1417,991,The structural geologist is in the poor range but they are okay with it!,teamvc,teamEng,eng2,2107,0.0
1418,992,"Biochemical Engineer: 11,30 ok",teamEng,teamEng,eng1,2107,0.0
1419,993,"Martian Terrain Specialist: 38,",teamvc,teamvc,vc2,2107,0.0
1419,993,22 looks to be working for us right now,teamvc,teamvc,vc2,2107,0.0
1420,994,"29,",con1,geo3,geo3,2107,0.0
1420,994,33 - we'll literally smash that like button RN on this point,con1,geo3,geo3,2107,0.0
1421,995,Sedimentologist: @structgeo - is you alive tho?,teamGeo,teamGeo,geo3,2107,0.0
1421,995,"Also,",teamGeo,teamGeo,geo3,2107,0.0
1421,995,"we'll literally go all in on 29,",teamGeo,teamGeo,geo3,2107,0.0
1421,995,33 rn if y'all are ABOUT IT,teamGeo,teamGeo,geo3,2107,0.0
1422,996,"Drilling Specialist: 29,32 manual auger but no one here likes it\n",teamConstr,teamConstr,con2,2107,0.0
1423,997,"Martian Meteorology Specialist: Out of all of those,",teamEng,teamvc,vc1,2107,0.0
1423,997,"21,20 and 29,33 are the best for us.",teamEng,teamvc,vc1,2107,0.0
1423,997," 11,",teamEng,teamvc,vc1,2107,0.0
1423,997,"30 could work,",teamEng,teamvc,vc1,2107,0.0
1423,997,but it's not ideal for us.,teamEng,teamvc,vc1,2107,0.0
1423,997,,teamEng,teamvc,vc1,2107,0.0
1424,998,Hello Crew surgeon ,geo1,con3,con3,2107,0.0
1425,999,Martian Terrain Specialist: With low servicing and a hygiene decision of 9 the terrain cost for this point would be literally $0,teamvc,teamvc,vc2,2107,0.0
1426,1000,"38,",geo3,con1,con1,2107,0.0
1426,1000,22 is our ideal currently,geo3,con1,con1,2107,0.0
1427,1001,"Martian Meteorology Specialist: 38,22 was a 50/50 for us.",teamEng,teamvc,vc1,2107,0.0
1427,1001," Could make it work,",teamEng,teamvc,vc1,2107,0.0
1427,1001,but also not ideal.,teamEng,teamvc,vc1,2107,0.0
1427,1001,\n,teamEng,teamvc,vc1,2107,0.0
1428,1002,Martian Meteorology Specialist: How's it going team?,teamvc,teamvc,vc1,2107,0.0
1428,1002, Engineering team has been feeding us some points.,teamvc,teamvc,vc1,2107,0.0
1428,1002, Geology team is feeding our sedimentologist points.,teamvc,teamvc,vc1,2107,0.0
1428,1002, Anything else we should know over here?,teamvc,teamvc,vc1,2107,0.0
1428,1002,\n,teamvc,teamvc,vc1,2107,0.0
1429,1003,"Materials Specialist: Can you check with (29,32) it works for all of us here",teamGeo,teamConstr,con3,2107,0.0
1430,1004,"If y'all are about 38,",con1,geo3,geo3,2107,0.0
1430,1004,"22,",con1,geo3,geo3,2107,0.0
1430,1004,we can make that work as well let's get it\n,con1,geo3,geo3,2107,0.0
1431,1005,"(38,",con1,geo3,geo3,2107,0.0
1431,1005,"22) - (+++--) - OK,",con1,geo3,geo3,2107,0.0
1431,1005,"289198.91 Available,",con1,geo3,geo3,2107,0.0
1431,1005,124355.5313 after loss,con1,geo3,geo3,2107,0.0
1432,1006,"Martian Meteorology Specialist: human factors costs would be increased at 38,22 (red,",teamEng,teamvc,vc1,2107,0.0
1432,1006,"orange,",teamEng,teamvc,vc1,2107,0.0
1432,1006,"yellow,",teamEng,teamvc,vc1,2107,0.0
1432,1006,"and green zones visible there),",teamEng,teamvc,vc1,2107,0.0
1432,1006,"however,",teamEng,teamvc,vc1,2107,0.0
1432,1006,"if it works for most,",teamEng,teamvc,vc1,2107,0.0
1432,1006,let's go with it.,teamEng,teamvc,vc1,2107,0.0
1432,1006,,teamEng,teamvc,vc1,2107,0.0
1433,1007,"Sedimentologist: We can get it poppin' with 38,",teamGeo,teamGeo,geo3,2107,0.0
1433,1007,22 if y'all want to get it poppin',teamGeo,teamGeo,geo3,2107,0.0
1434,1008,"Sedimentologist: (38,",teamGeo,teamGeo,geo3,2107,0.0
1434,1008,"22) - (+++--) - OK,",teamGeo,teamGeo,geo3,2107,0.0
1434,1008,"289198.91 Available,",teamGeo,teamGeo,geo3,2107,0.0
1434,1008,124355.5313 after loss,teamGeo,teamGeo,geo3,2107,0.0
1435,1009,"Maintenance Specialist: Would you guys be able to try 38,",teamvc,teamvc,vc3,2107,0.0
1435,1009,22\n,teamvc,teamvc,vc3,2107,0.0
1436,1010,Then let's SMASH that LIKE RN,con1,geo3,geo3,2107,0.0
1437,1011,Let's do the deal,con1,geo3,geo3,2107,0.0
1438,1012,"Drill Brand A,",con1,con3,con3,2107,0.0
1438,1012,"Drill head A,",con1,con3,con3,2107,0.0
1438,1012,"Titanium,",con1,con3,con3,2107,0.0
1438,1012,Equipment Duty 200,con1,con3,con3,2107,0.0
1439,1013,We are literally about that LIFE,con1,geo3,geo3,2107,0.0
1440,1014,??????,con3,geo1,geo1,2107,0.0
1440,1014,??????!,con3,geo1,geo1,2107,0.0
1441,1015,"Maintenance Specialist: 38,22 seems to be a fit for everyone\n",teamvc,teamvc,vc3,2107,0.0
1442,1016,"Sedimentologist: 38,",teamGeo,teamGeo,geo3,2107,0.0
1442,1016,22 is party city,teamGeo,teamGeo,geo3,2107,0.0
1443,1017,"Martian Terrain Specialist: Can we sign off on 38,",teamvc,teamvc,vc2,2107,0.0
1443,1017,22,teamvc,teamvc,vc2,2107,0.0
1444,1018,"what materials are you using for 38,",con3,con1,con1,2107,0.0
1444,1018,22????,con3,con1,con1,2107,0.0
1445,1019,"Fluid Engineer: We would like to sign off on 38,22",teamvc,teamEng,eng3,2107,0.0
1446,1020,"Fluid Engineer: We would like to sign off on 38,22",teamEng,teamEng,eng3,2107,0.0
1447,1021,"38,22\n",eng2,eng1,eng1,2107,0.0
1448,1022,"38,22\n",eng3,eng1,eng1,2107,0.0
1449,1023,"Mechanical Engineer: 21,20 and 29,33 were terrible options for the maintenece specialist and if we tried to get the cost down it became bad for everyone on our side.",teamvc,teamEng,eng2,2107,0.0
1449,1023,"38,22 was the best option for us",teamvc,teamEng,eng2,2107,0.0
1450,1024,"Biochemical Engineer: 38,22",teamEng,teamEng,eng1,2107,0.0
1451,1025,lets send it,geo3,con1,con1,2107,0.0
1452,1026,Structural Geologist: i am having technical difficulties\ncannot input coordinates to signoff page \ncan you do it?,teamGeo,teamGeo,geo2,2107,0.0
1453,1027,"Mechanical Engineer: Ok signing off at 38,22\n",teamvc,teamEng,eng2,2107,0.0
1454,1028,can you get your materials person to send me any information whatsoever,geo3,con1,con1,2107,0.0
1455,1029,"Let's dunk on 38,",con1,geo3,geo3,2107,0.0
1455,1029,22,con1,geo3,geo3,2107,0.0
1456,1030,Can I have black tea?,geo1,con3,con3,2107,0.0
1457,1031,"Martian Meteorology Specialist: @maintenance,",teamEng,teamvc,vc1,2107,0.0
1457,1031,"what wattage,",teamEng,teamvc,vc1,2107,0.0
1457,1031,"torque,",teamEng,teamvc,vc1,2107,0.0
1457,1031,"repair freq,",teamEng,teamvc,vc1,2107,0.0
1457,1031,"filters,",teamEng,teamvc,vc1,2107,0.0
1457,1031,"etc,",teamEng,teamvc,vc1,2107,0.0
1457,1031,would you use?,teamEng,teamvc,vc1,2107,0.0
1457,1031," My training decisions are kind of high for that spot,",teamEng,teamvc,vc1,2107,0.0
1457,1031,"hygiene = 7,",teamEng,teamvc,vc1,2107,0.0
1457,1031,"usability = 2,",teamEng,teamvc,vc1,2107,0.0
1457,1031,maintenance = 5.,teamEng,teamvc,vc1,2107,0.0
1457,1031,fundraising = 7,teamEng,teamvc,vc1,2107,0.0
1458,1032,"I wrote it,",con1,con3,con3,2107,0.0
1458,1032,look up,con1,con3,con3,2107,0.0
1459,1033,BIG MOVES,con1,geo3,geo3,2107,0.0
1460,1034,Mechanical Engineer: Ok gotcha!\n,teamEng,teamEng,eng2,2107,0.0
1461,1035,Martian Meteorology Specialist: yes let's do it.,teamvc,teamvc,vc1,2107,0.0
1461,1035, @maintenance - i accidentally wrote to you just now in the engineering chat.,teamvc,teamvc,vc1,2107,0.0
1461,1035, Apologies!,teamvc,teamvc,vc1,2107,0.0
1461,1035,I just added in my values onto the sign off page!\n,teamvc,teamvc,vc1,2107,0.0
1462,1036,no)))),con3,geo1,geo1,2107,0.0
1463,1037,"Yeah,",con1,geo3,geo3,2107,0.0
1463,1037,just got him to add his stuff in.,con1,geo3,geo3,2107,0.0
1463,1037,He was looking at the martian clouds and got carried away.,con1,geo3,geo3,2107,0.0
1463,1037,It be like that sometimes,con1,geo3,geo3,2107,0.0
1464,1038,Sedimentologist: 2ez,teamGeo,teamGeo,geo3,2107,0.0
1465,1039,My dude @structgeto was having some technical issues.,con1,geo3,geo3,2107,0.0
1465,1039,Are y'all going to be able to grab the info from this sesh?,con1,geo3,geo3,2107,0.0
1466,1040,"Keep it real,",con1,geo3,geo3,2107,0.0
1466,1040,keep it fresh,con1,geo3,geo3,2107,0.0
1467,1041,Keep it real 'n' fresh boi,geo2,geo3,geo3,2107,0.0
1468,1042,'til next timerino,geo2,geo3,geo3,2107,0.0
1469,1043,Hello!,geo2,vc3,vc3,2107,1.0
1469,1043,This is Joy!,geo2,vc3,vc3,2107,1.0
1470,1044,Hello!,geo2,geo3,geo3,2107,1.0
1470,1044,This is Joy!,geo2,geo3,geo3,2107,1.0
1470,1044,,geo2,geo3,geo3,2107,1.0
1471,1045,"Hello,",geo3,geo2,geo2,2107,2.0
1471,1045,I can see the message!,geo3,geo2,geo2,2107,2.0
1472,1046,I can also see this message!,vc3,geo2,geo2,2107,2.0
1473,1047,Sedimentologist: 15:25 It is comms check time my dudes,teamGeo,teamGeo,geo3,2108,0.0
1474,1048,15:25 The time is 15:25 - it is not time for that real real comms check all day.,con1,geo3,geo3,2108,0.0
1474,1048,Let's get this bread.,con1,geo3,geo3,2108,0.0
1475,1049,it is now*\n,con1,geo3,geo3,2108,0.0
1476,1050,Sedimentologist: 15:26 only real geologi boiz will get this one,teamGeo,teamGeo,geo3,2108,0.0
1477,1051,Martian Meteorology Specialist: Hello team!,teamvc,teamvc,vc1,2108,0.0
1477,1051,Reporting to you from Moscow!,teamvc,teamvc,vc1,2108,0.0
1477,1051,Let us know if you're ready and at your positions :),teamvc,teamvc,vc1,2108,0.0
1478,1052,Martian Meteorology Specialist: Hello team!,teamConstr,teamvc,vc1,2108,0.0
1478,1052,Reporting to you from Moscow!,teamConstr,teamvc,vc1,2108,0.0
1478,1052,Let us know if you're ready and at your positions :),teamConstr,teamvc,vc1,2108,0.0
1479,1053,Martian Meteorology Specialist: Hello team!,teamEng,teamvc,vc1,2108,0.0
1479,1053,Reporting to you from Moscow!,teamEng,teamvc,vc1,2108,0.0
1479,1053,Let us know if you're ready and at your positions :),teamEng,teamvc,vc1,2108,0.0
1480,1054,Martian Meteorology Specialist: Hello team!,teamGeo,teamvc,vc1,2108,0.0
1480,1054,Reporting to you from Moscow!,teamGeo,teamvc,vc1,2108,0.0
1480,1054,Let us know if you're ready and at your positions :),teamGeo,teamvc,vc1,2108,0.0
1481,1055,"Materials Specialist: Hello everyone,",teamConstr,teamConstr,con3,2108,0.0
1482,1056,"Materials Specialist: most of us here agreed on (22,32) what do you think?",teamConstr,teamConstr,con3,2108,0.0
1483,1057,Structural Geologist: 6:34 GOOOOOOD MORNING FELLOW ROCK ENTHUSIASTS!!!!!!!!,teamGeo,teamGeo,geo2,2108,0.0
1483,1057,COMMS CHECK RECEIVED.,teamGeo,teamGeo,geo2,2108,0.0
1483,1057,ESKETITTTT,teamGeo,teamGeo,geo2,2108,0.0
1484,1058,"Sedimentologist: (22,",teamGeo,teamGeo,geo3,2108,0.0
1484,1058,"32) - (++++-) OK,",teamGeo,teamGeo,geo3,2108,0.0
1484,1058,"326587.02,",teamGeo,teamGeo,geo3,2108,0.0
1484,1058,"?120,837.1974?",teamGeo,teamGeo,geo3,2108,0.0
1485,1059,"Sedimentologist: Looks pretty dece @ 22,",teamGeo,teamGeo,geo3,2108,0.0
1485,1059,32 for us,teamGeo,teamGeo,geo3,2108,0.0
1486,1060,"(22,",con1,geo3,geo3,2108,0.0
1486,1060,"32) - (++++-) OK,",con1,geo3,geo3,2108,0.0
1486,1060,"326587.02,",con1,geo3,geo3,2108,0.0
1486,1060,"?120,837.1974?",con1,geo3,geo3,2108,0.0
1487,1061,"22,",con1,geo3,geo3,2108,0.0
1487,1061,32 lookin' dece.,con1,geo3,geo3,2108,0.0
1488,1062,Structural Geologist: 6:34 good morning!!!!!,teamvc,teamGeo,geo2,2108,0.0
1488,1062,reporting in from dallas texas yall!,teamvc,teamGeo,geo2,2108,0.0
1488,1062,im ready here,teamvc,teamGeo,geo2,2108,0.0
1489,1063,"Hi,",eng2,eng1,eng1,2108,0.0
1489,1063,we started.,eng2,eng1,eng1,2108,0.0
1489,1063,"22,32",eng2,eng1,eng1,2108,0.0
1490,1064,"Hi,",eng3,eng1,eng1,2108,0.0
1490,1064,we started.,eng3,eng1,eng1,2108,0.0
1490,1064,"22,32",eng3,eng1,eng1,2108,0.0
1491,1065,Mechanical Engineer: Amazing!,teamvc,teamEng,eng2,2108,0.0
1491,1065,Us too,teamvc,teamEng,eng2,2108,0.0
1492,1066,"Biochemical Engineer: Hi,",teamEng,teamEng,eng1,2108,0.0
1492,1066,we started.,teamEng,teamEng,eng1,2108,0.0
1492,1066,"22,32",teamEng,teamEng,eng1,2108,0.0
1493,1067,Martian Terrain Specialist: Ready!,teamvc,teamvc,vc2,2108,0.0
