,content,recipient,sender,sentOnBehalfOf,session,block
1373,guys refresh your page on the relay it was having some maintenance issues,geo3,eng3,eng3,2110,0
1374,Fluid Engineer: guys refresh your page on the relay it was having some maintenance issues,teamGeo,teamEng,eng3,2110,0
1375,guys refresh your page on the relay it was having some maintenance issues,eng1,eng3,eng3,2110,0
1376,Operations Specialist: refresh the relay page and log in again,teamGeo,teamConstr,con1,2110,0
1377,guys refresh your page on the relay it was having some maintenance issues,eng2,eng3,eng3,2110,0
1378,Fluid Engineer: guys refresh your page on the relay it was having some maintenance issues,teamEng,teamEng,eng3,2110,0
1379,guys refresh your page on the relay it was having some maintenance issues,con1,eng3,eng3,2110,0
1380,guys refresh your page on the relay it was having some maintenance issues,con2,eng3,eng3,2110,0
1381,guys refresh your page on the relay it was having some maintenance issues,con3,eng3,eng3,2110,0
1382,Operations Specialist: refresh the relay page and log in again,teamEng,teamConstr,con1,2110,0
1383,Fluid Engineer: guys refresh your page on the relay it was having some maintenance issues,teamConstr,teamEng,eng3,2110,0
1384,guys refresh your page on the relay it was having some maintenance issues,vc1,eng3,eng3,2110,0
1385,guys refresh your page on the relay it was having some maintenance issues,vc2,eng3,eng3,2110,0
1386,guys refresh your page on the relay it was having some maintenance issues,vc3,eng3,eng3,2110,0
1387,Fluid Engineer: guys refresh your page on the relay it was having some maintenance issues,teamvc,teamEng,eng3,2110,0
1388,Fluid Engineer: reload the page again and it starts,teamvc,teamEng,eng3,2110,0
1389,reload the page again and it starts,geo1,eng3,eng3,2110,0
1390,reload the page again and it starts,geo2,eng3,eng3,2110,0
1391,reload the page again and it starts,geo3,eng3,eng3,2110,0
1392,Fluid Engineer: now reload the page again and it starts,teamGeo,teamEng,eng3,2110,0
1393,now reload the page again and it starts,eng1,eng3,eng3,2110,0
1394,now reload the page again and it starts,eng2,eng3,eng3,2110,0
1395,Fluid Engineer: now reload the page again and it starts,teamEng,teamEng,eng3,2110,0
1396,now reload the page again and it starts,con1,eng3,eng3,2110,0
1397,now reload the page again and it starts,con2,eng3,eng3,2110,0
1398,now reload the page again and it starts,con3,eng3,eng3,2110,0
1399,Fluid Engineer: now reload the page again and it starts,teamConstr,teamEng,eng3,2110,0
1400,now reload the page again and it starts,vc1,eng3,eng3,2110,0
1401,now reload the page again and it starts,vc2,eng3,eng3,2110,0
1402,now reload the page again and it starts,vc3,eng3,eng3,2110,0
1403,Fluid Engineer: now reload the page again and it starts,teamvc,teamEng,eng3,2110,0
1404,Fluid Engineer: actually you have to reload every time in order to get messages from other people,teamvc,teamEng,eng3,2110,0
1405,actually you have to reload every time in order to get messages from other people,vc3,eng3,eng3,2110,0
1406,actually you have to reload every time in order to get messages from other people,vc2,eng3,eng3,2110,0
1407,actually you have to reload every time in order to get messages from other people,vc1,eng3,eng3,2110,0
1408,Fluid Engineer: actually you have to reload every time in order to get messages from other people,teamConstr,teamEng,eng3,2110,0
1409,actually you have to reload every time in order to get messages from other people,con3,eng3,eng3,2110,0
1410,actually you have to reload every time in order to get messages from other people,con2,eng3,eng3,2110,0
1411,actually you have to reload every time in order to get messages from other people,con1,eng3,eng3,2110,0
1412,Fluid Engineer: actually you have to reload every time in order to get messages from other people,teamEng,teamEng,eng3,2110,0
1413,actually you have to reload every time in order to get messages from other people,eng2,eng3,eng3,2110,0
1414,you need to reload,eng1,con2,con2,2110,0
1415,actually you have to reload every time in order to get messages from other people,eng1,eng3,eng3,2110,0
1416,Fluid Engineer: actually you have to reload every time in order to get messages from other people,teamGeo,teamEng,eng3,2110,0
1417,actually you have to reload every time in order to get messages from other people,geo3,eng3,eng3,2110,0
1418,actually you have to reload every time in order to get messages from other people,geo2,eng3,eng3,2110,0
1419,actually you have to reload every time in order to get messages from other people,geo1,eng3,eng3,2110,0
1420,refresh again,geo1,eng3,eng3,2110,0
1421,refresh again,eng1,eng3,eng3,2110,0
1422,Fluid Engineer: refresh again,teamGeo,teamEng,eng3,2110,0
1423,hello,geo1,vc3,vc3,2110,2
1424,hello,vc2,vc3,vc3,2110,2
1425,hello\n,vc2,vc3,vc3,2110,2
1426,Sedimentologist: WHAT'S UP TEAM COMMS CHECK 15:30,teamGeo,teamGeo,geo3,2111,0
1427,WHAT'S UP TEAM COMMS CHECK 15:30,con1,geo3,geo3,2111,0
1428,Martian Meteorology Specialist: Greetings! Moscow team is in position and we are ready to go when you are!,teamvc,teamvc,vc1,2111,0
1429,WHAT'S UP TEAM COMMS CHECK 15:30,con2,geo3,geo3,2111,0
1430,Martian Meteorology Specialist: Greetings! Moscow team is in position and we are ready to go when you are!,teamConstr,teamvc,vc1,2111,0
1431,Martian Meteorology Specialist: Greetings! Moscow team is in position and we are ready to go when you are!,teamEng,teamvc,vc1,2111,0
1432,Sedimentologist: WE ARE LITERALLY OUT HERE,teamGeo,teamGeo,geo3,2111,0
1433,WE ARE LITERALLY OUT HERE,con1,geo3,geo3,2111,0
1434,Martian Meteorology Specialist: Greetings! Moscow team is in position and we are ready to go when you are!,teamGeo,teamvc,vc1,2111,0
1435,"Materials Specialist: Hello everyone, SIRIUS team from Moscow are ready to rock .. we are waiting you",teamConstr,teamConstr,con3,2111,0
1436,"Hi, we started",eng2,eng1,eng1,2111,0
1437,"Hi, we started",eng3,eng1,eng1,2111,0
1438,Martian Terrain Specialist: Hi! Chicago team ready to go now!,teamvc,teamvc,vc2,2111,0
1439,Mechanical Engineer: Greetings! We are in position as well and ready to begin!\n,teamvc,teamEng,eng2,2111,0
1440,ayooooo,geo3,con1,con1,2111,0
1441,Maintenance Specialist: Good morning!\n,teamvc,teamvc,vc3,2111,0
1442,Structural Geologist: GOOOOD MORNING VIETNAAAAAM\n\n,teamGeo,teamGeo,geo2,2111,0
1443,"Sedimentologist: (21, 38) - (+++++) - 53% Loss, 123,845 Available, 58,207 After loss",teamGeo,teamGeo,geo3,2111,0
1444,"(21, 38) - (+++++) - 53% Loss, 123,845 Available, 58,207 After loss",con1,geo3,geo3,2111,0
1445,"(21, 38) - (+++++) - 53% Loss, 123,845 Available, 58,207 After loss",con2,geo3,geo3,2111,0
1446,"Hello, we are starting now",eng1,eng3,eng3,2111,0
1447,it is 6:37am local time and we are running on <4hours of sleep lets go finals season woop woop,geo3,con1,con1,2111,0
1448,"Sedimentologist: (11, 37) - (++++-) - 59% Loss, 195,693 Available, 80,234 After loss",teamGeo,teamGeo,geo3,2111,0
1449,"(11, 37) - (++++-) - 59% Loss, 195,693 Available, 80,234 After loss",con1,geo3,geo3,2111,0
1450,"(11, 37) - (++++-) - 59% Loss, 195,693 Available, 80,234 After loss",con2,geo3,geo3,2111,0
1451,"Structural Geologist: we started with 40,42\n",teamGeo,teamGeo,geo2,2111,0
1452,Operations Specialist: lets ride 8),teamvc,teamConstr,con1,2111,0
1453,Operations Specialist: lesgoooo,teamConstr,teamConstr,con1,2111,0
1454,"Martian Terrain Specialist: We're looking at 40, 42 at the moment",teamvc,teamvc,vc2,2111,0
1455,"Sedimentologist: 21, 38 is our main rn",teamGeo,teamGeo,geo3,2111,0
1456,"21, 38 is our main rn",con1,geo3,geo3,2111,0
1457,"21, 38 is our main rn",con2,geo3,geo3,2111,0
1458,"Structural Geologist: we also have 14,28",teamGeo,teamGeo,geo2,2111,0
1459,Maintenance Specialist: And we are loving it :)\n,teamvc,teamvc,vc3,2111,0
1460,"Hello! We have looked at 40,42 and 14,28\n40,42 is looking real good for us so far",eng1,eng2,eng2,2111,0
1461,WE OUT HERE,con1,geo3,geo3,2111,0
1462,Sedimentologist: AYYYYYYYYYYYY\n,teamGeo,teamGeo,geo3,2111,0
1463,Drilling Specialist: try 40 42,teamConstr,teamConstr,con2,2111,0
1464,Sedimentologist: We goin' viral out here lmao let's ride finals be like that been there,teamGeo,teamGeo,geo3,2111,0
1465,FINALS BE LIKE THAT LET'S RIDE,con1,geo3,geo3,2111,0
1466,Sedimentologist: Lemme see if there be water there,teamGeo,teamGeo,geo3,2111,0
1467,"Martian Terrain Specialist: Our fluid engineer says 21, 38 has a lot of contaminants",teamvc,teamvc,vc2,2111,1
1468,"Martian Meteorology Specialist: Awesome! We will check that.  In the meantime, can you check (21,48)?\n",teamvc,teamvc,vc1,2111,1
1469,"Sedimentologist: 40, 42 100% water loss big rip",teamGeo,teamGeo,geo3,2111,1
1470,"40, 42 100% water loss big rip",con1,geo3,geo3,2111,1
1471,"40, 42 100% water loss big rip",con2,geo3,geo3,2111,1
1472,"Sedimentologist: Verifying 14, 28",teamGeo,teamGeo,geo3,2111,1
1473,"21,38 has a lot of contaminants, I think 40,42 is our main hoe atm tbh",geo3,con1,con1,2111,1
1474,"Martian Meteorology Specialist: Unfortunately, the sedimentologist said that there's 100% water loss at (40,42)!",teamvc,teamvc,vc1,2111,1
1475,"Fluid Engineer: 40,42 is our best point right now",teamvc,teamEng,eng3,2111,1
1476,"40,42 is our best point right now",eng1,eng3,eng3,2111,1
1477,"Martian Terrain Specialist: We would love it if y'all could take a look at 40, 42 since a lot of us really like it over here",teamvc,teamvc,vc2,2111,1
1478,Drilling Specialist: 40 42 drill brand + head?,teamConstr,teamConstr,con2,2111,1
1479,Drilling Specialist: 21 38 drill brand + head?,teamConstr,teamConstr,con2,2111,1
1480,"Sedimentologist: (14, 28) - (++++-) - 58% Loss, 215751.3 Available, ?90,615.546? After loss",teamGeo,teamGeo,geo3,2111,1
1481,"Sedimentologist: 14, 28 is passable on our end",teamGeo,teamGeo,geo3,2111,1
1482,"14, 28 is passable on our end",con1,geo3,geo3,2111,1
1483,"14, 28 is passable on our end",con2,geo3,geo3,2111,1
1484,"Mechanical Engineer: 40,42 is our best point so far. 21,38 is our next best point",teamvc,teamEng,eng2,2111,1
1485,"Martian Meteorology Specialist: Heck yes!  We like (11, 37) and (21,48) so far.  We checked the (40,42) that was suggested to us by your side, and our sedimentologist says that it's 100% water loss there.  We also looked at the (14,28) that was suggested from your side, and it's average for us, it could pass, but (11,37) and (21,48) are better for us!",teamConstr,teamvc,vc1,2111,1
1486,Materials Specialist: it's too deep,teamConstr,teamConstr,con3,2111,1
1487,"okay we kinda rockin wit 21,38 ngl",geo3,con1,con1,2111,1
1488,We do sleep studies here where we just don't sleep for like 40 hours. It's a true delight. Get on our level scrub,con1,geo3,geo3,2111,1
1489,"Maintenance Specialist: Hey meteorology, what kind of hygiene are we thinking for for 21, 38",teamvc,teamvc,vc3,2111,1
1490,"Martian Meteorology Specialist: You mentioned 21, 38* , but did you mean 21, 48?\n",teamvc,teamvc,vc1,2111,1
1491,"Martian Terrain Specialist: Ok checking 21, 48 now!",teamvc,teamvc,vc2,2111,1
1492,Depth of UCA: 2379,eng2,eng1,eng1,2111,1
1493,"Sedimentologist: (06, 12) - 100% Water loss - RIP Size: Large",teamGeo,teamGeo,geo3,2111,1
1494,"(06, 12) - 100% Water loss - RIP Size: Large",con1,geo3,geo3,2111,1
1495,"40, 42 has 100% water loss tho so it can't be tho",con1,geo3,geo3,2111,1
1496,"Martian Meteorology Specialist: Yup, we looked at (40, 42). Our sedimentologist says that there's 100% water loss at that point :(\n",teamvc,teamvc,vc1,2111,1
1497,"also loving 21,48",geo3,con1,con1,2111,1
1498,Drilling Specialist: 21 48 drill brand + head?\n,teamConstr,teamConstr,con2,2111,1
1499,"Materials Specialist: let's try (11,37) it works for all of us here",teamConstr,teamConstr,con3,2111,1
1500,my jaw just dropped I can't handle that I'm a princess,geo3,con1,con1,2111,1
1501,"Large frig, we want 21, 48. lmao My BBBBB",con1,geo3,geo3,2111,1
1502,"Maintenance Specialist: 21, 48 is probably best for us",teamvc,teamvc,vc3,2111,1
1503,"Sedimentologist: Large frig, we want 21, 48. lmao My BBBBB",teamGeo,teamGeo,geo3,2111,1
1504,"I think we're ready to settle down with 21,48",geo3,con1,con1,2111,1
1505,"Martian Terrain Specialist: We're good with 21, 48. What parts source are you thinking for that one? ",teamvc,teamvc,vc2,2111,1
1506,Maintenance Specialist: what hygiene decisions,teamvc,teamvc,vc3,2111,1
1507,"Sedimentologist: My fault y'all, I'm wilin' today.",teamGeo,teamGeo,geo3,2111,1
1508,"Martian Meteorology Specialist: Unfortunately, our sedimentologist says that there is 100% water loss at (40,42).  Did you all look at (21,48)? That's the one that we wanted to tell you.  Our sedimentologist made a mistake when he gave you all the (21,38) point.  It should have been (21,48)",teamEng,teamvc,vc1,2111,1
1509,"Operations Specialist: I think we are loving 21,48",teamvc,teamConstr,con1,2111,1
1510,"Martian Meteorology Specialist: Yeah, (21,48) is the one that we wanted to tell you.  Our sedimentologist made a mistake when he gave you all the (21,38) point.  It should have been (21,48)",teamvc,teamvc,vc1,2111,1
1511,"Although, from a water perspective 21, 38 is dece tbh. It's not like it's a 100% no",con1,geo3,geo3,2111,1
1512,"YEAH BOI LET'S MAKE 21, 48 HAPPEN",con1,geo3,geo3,2111,1
1513,"Operations Specialist: I think we are leaning heavily toward 21,48",teamConstr,teamConstr,con1,2111,1
1514,Drilling Specialist: 11 37 drill brand + head?\n,teamConstr,teamConstr,con2,2111,1
1515,Hydrogeologist: cool,teamGeo,teamGeo,geo1,2111,1
1516,WE OUT HERE GOIN' VIRAL BOIIIIIIIIII,con1,geo3,geo3,2111,1
1517,"Maintenance Specialist: Right now our hygiene is 10, 9, 7, 1",teamvc,teamvc,vc3,2111,1
1518,"Operations Specialist: 21,48 drill brand and head?",teamConstr,teamConstr,con1,2111,1
1519,LARGE YEET,con1,geo3,geo3,2111,1
1520,"Mechanical Engineer: We are liking 21,48 a lot!!!\n",teamvc,teamEng,eng2,2111,1
1521,Mechanical Engineer: We like it so much that we are willing to sign off on it,teamvc,teamEng,eng2,2111,2
1522,"it's okay we like 21,48 better anyway",geo3,con1,con1,2111,2
1523,POV: A scientist in a Russian science capsule in Moscow just called you a scrub. lmao,con1,geo3,geo3,2111,2
1524,I think we're ready to start signing off on it if you are,geo3,con1,con1,2111,2
1525,"Hahaha, I hope y'all are doing alright out there. It's a wild time. Keep it real. I'm ready to toss 21, 48 into the sim and move on this product",con1,geo3,geo3,2111,2
1526,Materials Specialist: Drill Brand : A\nDrill head: A\nEquip Material: Titanium\nEquip Duty: 180,teamConstr,teamConstr,con3,2111,2
1527,Yeah let's ROCK,con1,geo3,geo3,2111,2
1528,"Martian Meteorology Specialist: Thinking hygiene will be: 4 (hygiene), 6 (usability), 5 (maintenance), 6 (fundraising).  And I'm thinking internal parts. \n",teamvc,teamvc,vc1,2111,2
1529,*Lil Yachty plays in the background*,con1,geo3,geo3,2111,2
1530,"Martian Meteorology Specialist: WOOOO, that's the point I initially suggested to our team here!! :)",teamConstr,teamvc,vc1,2111,2
1531,"Martian Meteorology Specialist: Wooooo, that's awesome! I FEEL SO COOL tha'ts the point that I sugggested to our team in the beginning! :)\n",teamEng,teamvc,vc1,2111,2
1532,Structural Geologist: so anyways\nhow's life,teamGeo,teamGeo,geo2,2111,2
1533,Structural Geologist: do you guys miss sunlight or something\n,teamGeo,teamGeo,geo2,2111,2
1534,lmaoooo,geo3,con1,con1,2111,2
1535,Meteorologist is having some tech issues. We're working it out. Should come through soon.,con1,geo3,geo3,2111,2
1536,we're keeping strong,geo3,con1,con1,2111,2
1537,Maintenance Specialist: Hell yeah! Space human factors is on beat right now,teamvc,teamvc,vc3,2111,2
1538,Operations Specialist: yay!! :D,teamvc,teamConstr,con1,2111,2
1539,Martian Terrain Specialist: LETS GO METEOROLOGYYY,teamvc,teamvc,vc2,2111,2
1540,We just crushed this in record time. Big up to the whole team there!,con1,geo3,geo3,2111,2
1541,Sedimentologist: We just crushed this in record time. Big up to the whole team there!,teamGeo,teamGeo,geo3,2111,2
1542,Martian Terrain Specialist: space human factors represent,teamvc,teamvc,vc2,2111,2
1543,Mechanical Engineer: Congrats !!!!!! :) So happy for you!,teamvc,teamEng,eng2,2111,2
1544,"Sedimentologist: Hahaha, soooo, yeah, we exist which is dece.",teamGeo,teamGeo,geo3,2111,2
1545,Sedimentologist: A bit. We low key went viral for like 10 mins. THat's wild.,teamGeo,teamGeo,geo3,2111,2
1546,Sedimentologist: We found out via emails.,teamGeo,teamGeo,geo3,2111,2
1547,"Sedimentologist: Anyway, catch you in that relay task",teamGeo,teamGeo,geo3,2111,2
1548,Sedimentologist: WADDUP BOIZ WE OUT HERE IN THAT COUNTRY,teamGeo,teamGeo,geo3,2112,0
1549,Structural Geologist: 6:33 WADDUP BOIZ WE OUT HERE IN THAT OTHER COUNTRY!!!!!,teamGeo,teamGeo,geo2,2112,0
1550,Martian Terrain Specialist: Hey there! All of us are here and ready to begin.,teamvc,teamvc,vc2,2112,0
1551,Sedimentologist: Currently dealing with some connections issues with some members of our team. FYI 14:45,teamGeo,teamGeo,geo3,2112,0
1552,Currently dealing with some connections issues with some members of our team. FYI 14:45,con1,geo3,geo3,2112,0
1553,??????,geo3,geo1,geo1,2112,0
1554,Hi we started,eng2,eng1,eng1,2112,0
1555,Hi we started,eng3,eng1,eng1,2112,0
1556,Biochemical Engineer: Hi we started,teamEng,teamEng,eng1,2112,0
1557,Sedimentologist: AYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYY LMAOOOOOO,teamGeo,teamGeo,geo3,2112,0
1558,"Fluid Engineer: ok, us too",teamEng,teamEng,eng3,2112,0
1559,Structural Geologist: 6:39 got it. hope y'all can resolve things quickly and easily!,teamGeo,teamGeo,geo2,2112,0
1560,"Structural Geologist: 6:39 we looking at points 43,20 and 35,44",teamGeo,teamGeo,geo2,2112,0
1561,"Martian Meteorology Specialist: Hey there - one of our members had some log-in issues today, but it looks like we are all now good to go!\n",teamvc,teamvc,vc1,2112,0
1562,"Sedimentologist: (16, 21) - 41% water loss, 161k available,94k available",teamGeo,teamGeo,geo3,2112,0
1563,"Is there a good set of baseline options for drill brand, head, etc?",con3,con2,con2,2112,1
1564,"Structural Geologist: 6:46 looking at 33,47",teamGeo,teamGeo,geo2,2112,1
1565,"Martian Terrain Specialist: Great! We're looking at 33,47",teamvc,teamvc,vc2,2112,1
1566,"Martian Meteorology Specialist: Hey all - we apologize for the delays.  One member here had issues logging in today, and another is currently having issues with the interface right now.  The rest of us have the interface working, so we're looking up points.  ",teamEng,teamvc,vc1,2112,1
1567,"Martian Meteorology Specialist: Hey all - we apologize for the delays.  One member here had issues logging in today, and another is currently having issues with the interface right now.  The rest of us have the interface working, so we're looking up points.  ",teamConstr,teamvc,vc1,2112,1
