Unnamed: 0,content,recipient,sender,sentOnBehalfOf,session,block,input_ids,token_type_ids,attention_mask,logits,labels_h,labels
1067,"Martian Terrain Specialist: Ready! Just getting data now. Looking at 14,29",teamvc,teamvc,vc2,2108,0.0,"[array([  101, 20795,  9291,  8325,  1024,  3201,   999,  2074,  2893,
         2951,  2085,  1012,  2559,  2012,  2403,  1010,  2756,   102,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.58744     1.553792    0.19866276 -0.88697904 -0.9179904  -1.8502507
 -1.9553819 ]",statement,0
1068,"Structural Geologist: 6:37 preliminary search, (14,29) is good for me",teamGeo,teamGeo,geo2,2108,0.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4261,  8824,  3945,
         1010,  1006,  2403,  1010,  2756,  1007,  2003,  2204,  2005,
         2033,   102,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.374825    1.5372468  -0.12922196 -1.1117935  -0.41763806 -2.0711265
 -2.0985003 ]",statement,0
1069,Sedimentologist: ABSOLUTELY EZ BOIZ WE GONNA NEED A BIGGER BOAT,teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  7078,  1041,  2480,  8945, 10993,
         2057,  6069,  2342,  1037,  7046,  4049,   102,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.0822518  1.6377469 -0.1955068 -1.1901535 -0.1717102 -2.1765158
 -2.167773 ]",statement,0
1070,"Sedimentologist: (38, 14) - (+++++) OK, ?314237.34, 122,552.5626?",teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  1006,  4229,  1010,  2403,  1007,
         1011,  1006,  1009,  1009,  1009,  1009,  1009,  1007,  7929,
         1010,  1029, 26257, 21926,  2581,  1012,  4090,  1010, 13092,
         1010,  4583,  2475,  1012,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 1.9731492   1.4670165  -0.10773019 -1.2541586   1.3336792  -2.2604842
 -2.2261498 ]",statement,0
1071,"Sedimentologist: 38, 14 is our best point so far",teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  4229,  1010,  2403,  2003,  2256,
         2190,  2391,  2061,  2521,   102,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.1696286   1.648871   -0.16423394 -1.1290913  -0.36481735 -2.0350819
 -1.9950368 ]",statement,0
1072,"Structural Geologist: 6:38 (22,32) is also good for me but one of our team members said it has low construction suitability and is unviable. She also said the same thing for my point (14,29)",teamGeo,teamGeo,geo2,2108,0.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4229,  1006,  2570,
         1010,  3590,  1007,  2003,  2036,  2204,  2005,  2033,  2021,
         2028,  1997,  2256,  2136,  2372,  2056,  2009,  2038,  2659,
         2810,  4848,  8010,  1998,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 3.5378935   1.4466023  -0.21385683 -1.030981   -0.7111232  -1.8739011
 -1.9972574 ]",statement,0
1073,"(38, 14) - (+++++) OK, ?314237.34, 122,552.5626?",con1,geo3,geo3,2108,0.0,"[array([  101,  1006,  4229,  1010,  2403,  1007,  1011,  1006,  1009,
         1009,  1009,  1009,  1009,  1007,  7929,  1010,  1029, 26257,
        21926,  2581,  1012,  4090,  1010, 13092,  1010,  4583,  2475,
         1012,  5179, 23833,  1029,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 0.5542632   1.053007    0.06526962 -1.2524352   2.6557248  -1.9090356
 -1.8803512 ]",question,4
1074,"38, 14",con1,geo3,geo3,2108,0.0,"[array([ 101, 4229, 1010, 2403,  102,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.1197293   1.5699118   0.79677653 -0.4305443  -1.2558112  -1.7665901
 -1.7105138 ]",statement,0
1075,Is our best point so far,con1,geo3,geo3,2108,0.0,"[array([ 101, 2003, 2256, 2190, 2391, 2061, 2521,  102,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 0.8961975   0.5847421  -0.11401452 -1.268567    2.5098767  -1.4128895
 -1.7808541 ]",question,4
1076,"The construction stability is low at 22,32",con3,con2,con2,2108,0.0,"[array([ 101, 1996, 2810, 9211, 2003, 2659, 2012, 2570, 1010, 3590,  102,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.1313152   1.3318939   0.21796939 -1.0067663  -0.39933902 -1.7515965
 -1.9141251 ]",statement,0
1077,"22,32 is bad for me and the drilling specialist. It has the lowest construction suitability possible :(",geo3,con1,con1,2108,0.0,"[array([  101,  2570,  1010,  3590,  2003,  2919,  2005,  2033,  1998,
         1996, 15827,  8325,  1012,  2009,  2038,  1996,  7290,  2810,
         4848,  8010,  2825,  1024,  1006,   102,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.0477304   1.590984   -0.17685466 -1.1186421  -0.10791881 -2.082182
 -2.0150907 ]",statement,0
1078,"Martian Meteorology Specialist: Two options that look good to us at (38.14) and (22,32).  Let us know what you think.  Feel free to throw out some options our way. ",teamvc,teamvc,vc1,2108,0.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  2048,  7047,  2008,
         2298,  2204,  2000,  2149,  2012,  1006,  4229,  1012,  2403,
         1007,  1998,  1006,  2570,  1010,  3590,  1007,  1012,  2292,
         2149,  2113,  2054,  2017,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.687881    1.602799   -0.57355744 -1.3012631   0.49356842 -2.3377018
 -2.202454  ]",statement,0
1079,"Martian Meteorology Specialist: Great! Two options that look good to us at (38.14) and (22,32).  Let us know what you think.  Feel free to throw out some options our way. ",teamEng,teamvc,vc1,2108,0.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  2307,   999,  2048,
         7047,  2008,  2298,  2204,  2000,  2149,  2012,  1006,  4229,
         1012,  2403,  1007,  1998,  1006,  2570,  1010,  3590,  1007,
         1012,  2292,  2149,  2113,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.8638775   1.6851002  -0.4765471  -1.3248005   0.23931181 -2.2364297
 -2.1613777 ]",statement,0
1080,"Hello,\n\n(22,32) and (38,14) are good for us .. what do you think??",con2,con3,con3,2108,0.0,"[array([ 101, 7592, 1010, 1032, 1050, 1032, 1050, 1006, 2570, 1010, 3590,
        1007, 1998, 1006, 4229, 1010, 2403, 1007, 2024, 2204, 2005, 2149,
        1012, 1012, 2054, 2079, 2017, 2228, 1029, 1029,  102,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 0], dtype=int8)                       ]","[ 0.13293307  0.44701362 -0.07383929 -1.2588569   3.3201363  -1.4917643
 -1.7335258 ]",question,4
1081,"Martian Meteorology Specialist: Two options that look good to us at (38.14) and (22,32).  Let us know what you think.  Feel free to throw out some options our way. ",teamConstr,teamvc,vc1,2108,0.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  2048,  7047,  2008,
         2298,  2204,  2000,  2149,  2012,  1006,  4229,  1012,  2403,
         1007,  1998,  1006,  2570,  1010,  3590,  1007,  1012,  2292,
         2149,  2113,  2054,  2017,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 2.687881    1.602799   -0.57355744 -1.3012631   0.49356842 -2.3377018
 -2.202454  ]",statement,0
1082,"Martian Meteorology Specialist: Niceeeee!!!! (originally from Maryland here lol)  Two options that look good to us at (38.14) and (22,32).  Let us know what you think.  Feel free to throw out some options our way. ",teamGeo,teamvc,vc1,2108,0.0,"[array([  101, 20795, 23879,  6779,  8325,  1024,  3835,  4402,  4402,
          999,   999,   999,   999,  1006,  2761,  2013,  5374,  2182,
         8840,  2140,  1007,  2048,  7047,  2008,  2298,  2204,  2000,
         2149,  2012,  1006,  4229,   102], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 1, 1], dtype=int8)                       ]","[ 3.4782166  1.7210345  0.3131542 -0.6643751 -1.2772008 -1.885894
 -1.7572328]",statement,0
1083,"Sedimentologist: (14, 29) literally has 100% water loss. I'm sorry for your loss my dude.",teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  1006,  2403,  1010,  2756,  1007,
         6719,  2038,  2531,  1003,  2300,  3279,  1012,  1045,  1005,
         1049,  3374,  2005,  2115,  3279,  2026, 12043,  1012,   102,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.8084533   1.4302706  -0.05726491 -0.64770424 -1.3966715  -1.7696706
 -1.7709098 ]",statement,0
1084,"Sedimentologist: Well, I guess the geology team needs to dunk on them then",teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  2092,  1010,  1045,  3984,  1996,
        13404,  2136,  3791,  2000, 24654,  2243,  2006,  2068,  2059,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.5134563   1.7806814  -0.36626008 -1.2383472   0.3804845  -2.4904485
 -2.1517544 ]",statement,0
1085,"Sedimentologist: (22,32) has 4/5 of us on it here",teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  1006,  2570,  1010,  3590,  1007,
         2038,  1018,  1013,  1019,  1997,  2149,  2006,  2009,  2182,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.2210903   1.4352186  -0.12346823 -1.1182125  -0.32765043 -1.9088287
 -2.0117097 ]",statement,0
1086,"Sedimentologist: (38,14) has 5/5 of us on it here",teamGeo,teamGeo,geo3,2108,0.0,"[array([  101, 19671,  8662,  1024,  1006,  4229,  1010,  2403,  1007,
         2038,  1019,  1013,  1019,  1997,  2149,  2006,  2009,  2182,
          102,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.268788    1.4072396  -0.06691179 -1.1151241  -0.38190946 -1.857343
 -1.981184  ]",statement,0
1087,"Biochemical Engineer: 38,14 very good",teamvc,teamEng,eng1,2108,0.0,"[array([  101, 16012, 15869,  3992,  1024,  4229,  1010,  2403,  2200,
         2204,   102,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0,     0,     0,     0,     0,
            0,     0,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 3.4481883   1.5005814   0.2020017  -0.94945645 -0.62299025 -2.0059493
 -2.0797067 ]",statement,0
1088,"Ok, word",con1,geo3,geo3,2108,0.0,"[array([ 101, 7929, 1010, 2773,  102,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.934525    1.4807763   1.328892   -0.09507595 -1.5844437  -2.0606115
 -1.7411518 ]",statement,0
1089,"check (38,14) ??",con2,con3,con3,2108,0.0,"[array([ 101, 4638, 1006, 4229, 1010, 2403, 1007, 1029, 1029,  102,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[-0.00660164  0.3469059   0.20535123 -1.1399281   3.3931117  -1.3769727
 -1.7007395 ]",question,4
1090,"Structural Geologist: 6:43 yup (38,14) is good for me but some of the others are saying it isnt perfect",teamGeo,teamGeo,geo2,2108,0.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4724,  9805,  2361,
         1006,  4229,  1010,  2403,  1007,  2003,  2204,  2005,  2033,
         2021,  2070,  1997,  1996,  2500,  2024,  3038,  2009,  3475,
         2102,  3819,   102,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 1, 0, 0], dtype=int8)                       ]","[ 3.014594    1.7047112  -0.48003626 -1.2328522  -0.20194364 -2.212144
 -2.006184  ]",statement,0
1091,"38,14 works for some people on our team but the water is bad apparently\n",geo3,con1,con1,2108,0.0,"[array([ 101, 4229, 1010, 2403, 2573, 2005, 2070, 2111, 2006, 2256, 2136,
        2021, 1996, 2300, 2003, 2919, 4593, 1032, 1050,  102,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.9542058   1.711288   -0.40876663 -1.2027478  -0.16450547 -2.239797
 -2.0289037 ]",statement,0
1092,"22,32 is 4/5 for us anyway",con1,geo3,geo3,2108,0.0,"[array([ 101, 2570, 1010, 3590, 2003, 1018, 1013, 1019, 2005, 2149, 4312,
         102,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
           0,    0,    0,    0,    0,    0,    0,    0,    0,    0],
       dtype=int32)                                                      ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[ 2.8433523   1.6367197  -0.19276354 -1.2316611   0.26328927 -1.988339
 -2.0478733 ]",statement,0
1093,"Structural Geologist: 6:43 (27,13) has been cited my many of our members as \""not the worst\""",teamGeo,teamGeo,geo2,2108,0.0,"[array([  101,  8332, 21334,  1024,  1020,  1024,  4724,  1006,  2676,
         1010,  2410,  1007,  2038,  2042,  6563,  2026,  2116,  1997,
         2256,  2372,  2004,  1032,  1000,  2025,  1996,  5409,  1032,
         1000,   102,     0,     0,     0], dtype=int32)              ]","[array([0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
        0, 0, 0, 0, 0, 0, 0, 0, 0, 0], dtype=int8)                       ]","[array([1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
        1, 1, 1, 1, 1, 1, 1, 0, 0, 0], dtype=int8)                       ]","[ 2.4207976   1.8371264  -0.27855197 -1.1737838  -0.00668977 -2.2149546
 -1.8624378 ]",statement,0
