,sender,recipient,content,block,session,labels,labels_h
1607,teamGeo,teamGeo,"Sedimentologist: Y'all make the call if you want to use one of yours or 16, 21. It's up to y'all. Just make a call between (34, 48), (36, 45), and (16, 21)",2,12,0,statement
1608,teamGeo,teamGeo,"Sedimentologist: Y'all make the call if you want to use one of yours or 16, 21. It's up to y'all. Just make a call between (34, 48), (36, 45), and (16, 21)",2,12,0,statement
1609,teamvc,teamvc,Maintenance Specialist: m,2,12,0,statement
1610,teamGeo,teamGeo,Sedimentologist: Then let us know,2,12,0,statement
1611,teamGeo,teamGeo,Sedimentologist: Just toss the pointout of those three you agree upon into it and we're ready to work,2,12,0,statement
1612,teamvc,teamvc,"Martian Meteorology Specialist: Would you all be okay with signing off on that one? I that's one that your side suggested to our sedimentologist, so I'm assuming it's decent for you all. ",2,12,4,question
1613,teamEng,teamvc,Mechanical Engineer: We can settle on that! Lets sign off\n,2,12,0,statement
1614,teamGeo,teamGeo,"Structural Geologist: 7:14 alright then we think (36,45) is our best bet! is that good with y'all?",2,12,4,question
1615,teamGeo,teamGeo,"Sedimentologist: We're solid on 36, 45. let's get down to business to defeat the huns",2,12,0,statement
1616,con3,con2,Drill Brand C\nDrill Head C\nEquip Material Steel\nEquip Duty 200,2,12,0,statement
1617,teamGeo,teamGeo,"Structural Geologist: 7:17 alright we went with (36,45)",2,12,0,statement
1618,teamvc,teamvc,Martian Terrain Specialist: Signing off on that now,2,12,0,statement
1619,con3,con1,Drill Head & brand : B\nEquip Material : steel\nEquip Duty: 180,2,12,0,statement
1620,teamvc,teamEng,Martian Meteorology Specialist: wooo yay!,2,12,0,statement
1621,teamGeo,teamGeo,Sedimentologist: We're gonna need a bigger boat boiz! Comms check 14:25 GOOD MORNING,0,13,0,statement
1622,geo3,con1,Comms check 14:25 GOOD MORNING BIG UP,0,13,0,statement
1623,geo3,con2,WHAT'S UP BIG DRILL Comms check 14:25 GOOD MORNING,0,13,0,statement
1624,teamConstr,teamConstr,"Materials Specialist: Hello everyone, SIRIUS team is here is ready",0,13,0,statement
1625,teamConstr,teamConstr,Materials Specialist: SIRIUS team here is ready*,0,13,0,statement
1626,teamvc,teamvc,Martian Meteorology Specialist: SIRIUS crew is here! :),0,13,0,statement
1627,teamvc,teamConstr,Martian Meteorology Specialist: SIRIUS crew is here! :),0,13,0,statement
1628,teamvc,teamEng,Martian Meteorology Specialist: SIRIUS crew is here! :),0,13,0,statement
1629,teamvc,teamGeo,Martian Meteorology Specialist: SIRIUS crew is here! :),0,13,0,statement
1630,eng1,eng2,"Hi, we started",0,13,0,statement
1631,eng1,eng3,"Hi, we started",0,13,0,statement
1632,teamEng,teamEng,"Biochemical Engineer: Hi, we started",0,13,0,statement
1633,teamConstr,teamConstr,"Materials Specialist: we suggest 37,13",0,13,0,statement
1634,teamConstr,teamConstr,Materials Specialist: what do you think?,0,13,4,question
1635,geo3,con1,"(37, 13) - 61% Loss, 314237.34 Available, ?122,552.5626? After Loss",0,13,4,question
1636,geo3,con1,"37, 13 looking like a DECE boi",0,13,0,statement
1637,teamGeo,teamGeo,"Sedimentologist: (37, 13) - 61% Loss, 314237.34 Available, ?122,552.5626? After Loss",0,13,4,question
1638,teamGeo,teamGeo,"Sedimentologist: 37, 13 lookin' fine tbh",0,13,0,statement
1639,eng1,eng2,"37,13",0,13,0,statement
1640,eng1,eng3,"37,13",0,13,0,statement
1641,teamGeo,teamGeo,"Sedimentologist: (31, 30) - 56% loss, 200841.43 Available, ?88,370.2292? After loss",0,13,4,question
1642,teamGeo,teamGeo,"Sedimentologist: 31, 30 pretty dece too tbh",0,13,0,statement
1643,geo3,con1,"(31, 30) - 56% loss, 200841.43 Available, ?88,370.2292? After loss",0,13,4,question
1644,teamConstr,teamConstr,"Materials Specialist: and 31,30",0,13,0,statement
1645,teamvc,teamvc,"Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?",0,13,4,question
1646,geo3,con1,"31, 30 extra dece but not as dece as 37, 13",0,13,0,statement
1647,teamvc,teamConstr,"Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?",0,13,4,question
1648,teamvc,teamEng,"Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?",0,13,4,question
1649,teamvc,teamGeo,"Martian Meteorology Specialist: (37,13) is looking good for us here.  Can you check that point please?",0,13,4,question
1650,con3,eng2,"Hello, can you check 31,30",0,13,0,statement
1651,con3,con2,"what do you think about 31,30",0,13,0,statement
1652,con2,geo3,morning! we're here but still missing a few people ,0,13,0,statement
1653,teamGeo,teamGeo,Structural Geologist: good morning\n,0,13,0,statement
1654,teamEng,teamvc,"Mechanical Engineer: Hello! Most of us are here, we are missing our operations specialist and our maintenance specialist. We are continuing without them for right now.",0,13,0,statement
1655,teamGeo,teamGeo,Structural Geologist: how's life,0,13,0,statement
1656,teamEng,teamvc,Mechanical Engineer: Operations Specialist just came!\n,0,13,0,statement
1657,teamGeo,teamGeo,"Structural Geologist: 31,30 is much better more recharge",0,13,0,statement
1658,teamConstr,teamConstr,"Drilling Specialist: what drill brand, head for both points?\n",1,13,4,question
1659,teamConstr,teamConstr,"Drilling Specialist: 31,30 is okay for us",1,13,0,statement
1660,teamConstr,teamConstr,"Drilling Specialist: but 37,13 isn't great",1,13,0,statement
1661,teamvc,teamEng,Martian Meteorology Specialist: Great! Thank you for the information!! Fantastic to hear!\n,1,13,0,statement
1662,eng2,con3,"Hello, 31,30 is the best point for us. We are currently missing our Maintenance specialist and martian terrain specialist but we are continuing on anyways",1,13,0,statement
1663,teamGeo,teamGeo,Sedimentologist: YO We're good in the neighborhood. How's it going over there? Y'all staying strong? Eating them wheaties? We're still locked up. It be like that sometimes.,1,13,4,question
1664,teamConstr,teamConstr,Materials Specialist: ???,1,13,4,question
1665,geo3,con2,It be like that sometimes tbh,1,13,0,statement
1666,teamEng,teamEng,"Fluid Engineer: Hello, we started as well",1,13,0,statement
1667,eng2,eng1,"hi, 37,13 was bad for us but 31,30 was good for us",1,13,0,statement
1668,con1,geo3,we're the opposite :( 6:44AM local,1,13,0,statement
1669,con1,geo3,"we liked 31,30 way better",1,13,0,statement
1670,teamConstr,teamvc,"Drilling Specialist: (37,13) does not look good for us, but (31,30) seems fine",1,13,0,statement
1671,teamEng,teamEng,"Mechanical Engineer: hiya, we are missing our martian terrain specialist and our maintenance specialist but we are continuing anyways",1,13,0,statement
1672,teamGeo,teamGeo,"Sedimentologist: Ok, I mean both have a dece amt of water. But the other one has a significant amt more. It's whatever. Our first ick is 37, 13 so that's that, but if we have to end up handling 31, 30, we're open to it. we'd still like to explore other options.",1,13,0,statement
1673,teamConstr,teamConstr,"Drilling Specialist: we're also looking at 19,36 and 13,31",1,13,0,statement
1674,teamGeo,teamGeo,"Structural Geologist: we are also looking at 19,36 and 13,31",1,13,0,statement
1675,teamGeo,teamGeo,"Structural Geologist: oh and 12,31",1,13,0,statement
1676,teamGeo,teamGeo,Structural Geologist: lol we had snow 2 days ago rip,1,13,0,statement
1677,teamvc,teamEng,"Martian Meteorology Specialist: I hear that you are considering (31,30), as well.  Between (37,13) and (31,30) is the better option for us.  (37,13) can reach a higher population, has less water loss, and more water available. ",1,13,0,statement
1678,teamEng,teamvc,"Mechanical Engineer: So far, our best point is 19,36 and then 31,30 then 12,31 and 13,31",1,13,0,statement
1679,teamvc,teamConstr,"Martian Meteorology Specialist: Between (37,13) and (31,30) is the better option for us.  (37,13) can reach a higher population, has less water loss, and more water available. ",1,13,0,statement
1680,geo3,con1,"Yeah, I'm trying to get a consensus on it. 37, 13 is better for us but I'll try and get us on board with 31, 30",1,13,0,statement
1681,teamEng,teamvc,"Mechanical Engineer: 37,13 was our worst point so far",1,13,0,statement
1682,teamGeo,teamvc,Sedimentologist: WHAT UP SPACE HUMAN FACTORS GEO TEAM SAYS HEY,1,13,0,statement
1683,teamConstr,teamConstr,"Operations Specialist: materials can I have your picks for 19,36 and 31,30?",1,13,4,question
1684,con3,eng2,"That's great, let's go for it",1,13,0,statement
1685,teamGeo,teamGeo,"Sedimentologist: (13, 31) - 61% Loss, 272822.9 Available, ?106,400.931? After loss",1,13,4,question
1686,teamGeo,teamGeo,"Sedimentologist: 13, 31 is pretty good",1,13,0,statement
1687,teamConstr,teamvc,"Drilling Specialist: 37,13 is the worst one so far for us",1,13,0,statement
1688,con1,geo3,"thanks! 31,30 is our worst option :(",1,13,0,statement
1689,teamConstr,teamvc,"Drilling Specialist: we're also looking at 19,36 13,31 12,31",1,13,0,statement
1690,teamvc,teamEng,"Martian Meteorology Specialist: 12, 31  and 13, 31 are poor options for me, seeing as they can sustain only a very low population. \n",1,13,0,statement
1691,teamGeo,teamGeo,"Sedimentologist: (12, 31) - 68% Loss, 287694.92 Available, ?92,062.3744? After loss",1,13,4,question
1692,teamConstr,teamvc,"Drilling Specialist: 19,36 is the best point for us right now\n",1,13,0,statement
1693,teamGeo,teamGeo,"Sedimentologist: 13, 31 and 12, 31 are both limited in the amount of people they reach though according to meteorology",1,13,0,statement
1694,teamEng,teamvc,"Mechanical Engineer: For us, we can't get much water out of 37,13 without driving the cost way up",1,13,0,statement
1695,geo3,con1,"(13, 31) - 61% Loss, 272822.9 Available, ?106,400.931? After loss",1,13,4,question
1696,teamConstr,teamConstr,Materials Specialist: Drill brand: B\nDrill head: B\nEquip Material: Steel\nEquip Duty: 180,1,13,0,statement
1697,geo3,con1,"(12, 31) - 68% Loss, 287694.92 Available, ?92,062.3744? After loss",1,13,4,question
1698,teamConstr,teamConstr,"Drilling Specialist: 19,36 is the best right now for us, and 37,13 is the worst \n",1,13,0,statement
1699,geo3,con1,"Both are good in terms of water, but they have really limited reach in terms of the amount of people they can serve.",1,13,0,statement
1700,teamConstr,teamConstr,"Materials Specialist: these for 31,30",1,13,0,statement
1701,geo3,con1,6:44 am is one of my least favorite times to be sentient btw,1,13,0,statement
1702,teamConstr,teamConstr,"Materials Specialist: Operation Specialist: this is for (31,30)\nDrill brand: B\nDrill head: B\nEquip Material: Steel\nEquip Duty: 180",1,13,0,statement
1703,con2,geo3,"what do you guys think of 19,36",1,13,0,statement
1704,teamConstr,teamConstr,"Materials Specialist: for 19,36 some of our crew members they didn't like it",1,13,0,statement
1705,eng2,con3,"we looked at more points and our current ranking for our side is 19,36 > 31,30 > 12,31 = 13,31 > 37,13",1,13,1,disruption
1706,geo3,con1,"12, 36 has no water btw",1,13,0,statement
1707,teamGeo,teamGeo,"Sedimentologist: 12, 36 has no water btw",1,13,0,statement
1708,teamvc,teamConstr,"Martian Meteorology Specialist: 19,36 can't sustain much of a population honestly and also the sedimentologist says there's no water there. \n12,31 and 13,31 can sustain even lower population numbers.  For example, we want the number of people reached to be >4500.  All three of those points have <1000.\n",1,13,0,statement
1709,teamConstr,teamConstr,"Materials Specialist: Let's go for (31,30). looks great for everyone",1,13,0,statement
1710,teamvc,teamEng,"Martian Meteorology Specialist: How much would it increase the costs?  Is the increased costs perhaps worth the great amount of water, lower water loss, and ability to reach a high population?\n",1,13,4,question
1711,geo3,con1,Give us two points y'all are good to sign off on and we'll see if they coincide with ones that we can accept,2,13,0,statement
1712,geo3,con2,"(19, 36) - 95% water loss, 259758.49 Present",2,13,0,statement
1713,teamvc,teamGeo,Maintenance Specialist: Whats up guys\n,2,13,0,statement
1714,geo3,con2,"Basically, it's not really usable",2,13,0,statement
1715,con3,eng2,"we are going for 31,30",2,13,0,statement
1716,con3,eng2,the best point for us,2,13,0,statement
1717,teamConstr,teamConstr,Drilling Specialist: sounds good,2,13,0,statement
1718,teamConstr,teamConstr,Operations Specialist: sounds great!,2,13,0,statement
1719,teamGeo,teamGeo,"Sedimentologist: Dude, BIG RIP - but also, apparently, we had snow here too - you know, because Moscow. But it's not like we had any interaction with it. So, I hope you threw a few snowballs. Maybe made a snow fort",2,13,0,statement
1720,con3,con2,"we are going for 31,30",2,13,0,statement
1721,con1,geo3,that's funny me too :/,2,13,0,statement
1722,con1,geo3,"31,30 is our best",2,13,0,statement
1723,con1,geo3,"19,36 is our second best",2,13,0,statement
1724,teamGeo,teamGeo,"Sedimentologist: Also, pull the trigger on 31, 30. It's not great for us, either, but it's really the only functional one that is functional for y'all, too",2,13,0,statement
1725,teamGeo,teamGeo,"Sedimentologist: Oh, jk, looks like you already did",2,13,0,statement
1726,teamGeo,teamGeo,Sedimentologist: PRANKED,2,13,0,statement
1727,geo3,con1,Same tbh,2,13,2,backchannel
1728,geo3,con1,Looks like y'all are getting down to business to defeat the huns aight,2,13,0,statement
1729,eng2,geo3,What does MTS mean lol,2,13,0,statement
1730,geo1,con3,????,2,13,4,question
1731,teamGeo,teamGeo,Sedimentologist: Until next time my dudes,2,13,0,statement
1732,con1,geo3,FYI our terrain specialist is out so make sure everyone knows not to pick them for the relay :),2,13,0,statement
1733,con2,geo3,"please share that the terrain specialist is out, please don't pick them as a contact for the relay",2,13,0,statement
1734,teamGeo,teamGeo,Structural Geologist: terrain specialist is missing so don't pick her on the next task\n,2,13,0,statement
1735,teamvc,teamvc,"Maintenance Specialist: Hey, please pass on the info, but terrain specialist is not here today, so make sure not to pair with her during relay!\n",2,13,0,statement
1736,con3,geo1,Banana parfee,2,13,0,statement
1737,eng2,con1,hi\n,2,13,0,statement
1738,eng2,con1,Is this instant for us or still delayed,2,13,0,statement
1739,con1,eng2,I think instant?,2,13,4,question
1740,geo1,con3,)))),2,13,3,follow-me
1741,geo3,eng2,"I don't know, MTS was there but I just added the specific terminology so people know where to go",2,13,0,statement
1742,geo3,con1,"Ok, holla thanks!",2,13,0,statement
1743,geo3,con2,holla will do,2,13,0,statement
1744,teamGeo,teamGeo,Sedimentologist: Holla,2,13,0,statement
1745,teamEng,teamvc,"Mechanical Engineer: Hiiiiii, we were told to say that no one should choose the terrain specialist for relay since they aren't here",2,13,0,statement
1746,eng2,geo3,Ah that makes sense,2,13,0,statement
1747,teamGeo,teamGeo,Sedimentologist: What is literally up my dudes? Comms Check 14:26,0,14,4,question
1748,geo1,geo3,hey,0,14,0,statement
1749,geo3,geo1,POOP,0,14,0,statement
1750,geo1,geo3,poop staff,0,14,0,statement
1751,geo3,con1,YO YO YO COMMS CHECK @ 14:28 WHAT'S POPPIN OVER THERE?,0,14,4,question
1752,geo3,con2,WHAT'S UP BIG DRILL COMMS CHECK 14:28,0,14,0,statement
1753,geo3,geo1,True,0,14,0,statement
1754,teamConstr,teamConstr,Materials Specialist: Hello,0,14,0,statement
1755,teamvc,teamvc,Martian Meteorology Specialist: Greetings from Moscow! We're ready to go whenever you all are :),0,14,0,statement
1756,teamvc,teamConstr,Martian Meteorology Specialist: Greetings from Moscow! We're ready to go whenever you all are :),0,14,0,statement
1757,teamvc,teamEng,Martian Meteorology Specialist: Greetings from Moscow! We're ready to go whenever you all are :),0,14,0,statement
